"RaumNr","Raum","Oberthema","Zahl","Thema","Vergleichszahl","Vergleichstext","Bemerkungen"
230,"Leimbach","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
240,"Enge","Wirtschaft & Arbeit",35,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
310,"Alt-Wiedikon","Wirtschaft & Arbeit",4,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
330,"Friesenberg","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
340,"Sihlfeld","Wirtschaft & Arbeit",9,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
410,"Werd","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
420,"Langstrasse","Wirtschaft & Arbeit",9,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
440,"Hard","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
510,"Gewerbeschule","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
520,"Escher Wyss","Wirtschaft & Arbeit",7,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
610,"Unterstrass","Wirtschaft & Arbeit",27,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
630,"Oberstrass","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
710,"Fluntern","Wirtschaft & Arbeit",36,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
720,"Hottingen","Wirtschaft & Arbeit",25,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
730,"Hirslanden","Wirtschaft & Arbeit",8,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
740,"Witikon","Wirtschaft & Arbeit",6,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
810,"Seefeld","Wirtschaft & Arbeit",19,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
820,"Mühlebach","Wirtschaft & Arbeit",12,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
830,"Weinegg","Wirtschaft & Arbeit",7,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
910,"Albisrieden","Wirtschaft & Arbeit",9,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
920,"Altstetten","Wirtschaft & Arbeit",11,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1010,"Höngg","Wirtschaft & Arbeit",7,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1020,"Wipkingen","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
1110,"Affoltern","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
1150,"Oerlikon","Wirtschaft & Arbeit",20,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1190,"Seebach","Wirtschaft & Arbeit",5,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1210,"Saatlen","Wirtschaft & Arbeit",,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch,				weil Zahl zwischen 1 und 3 liegt, darf sie gemäss BFS nicht ausgewiesen werden)"
1220,"Schwamendingen-Mitte","Wirtschaft & Arbeit",8,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
1230,"Hirzenbach","Wirtschaft & Arbeit",0,"Zahnarztpraxen",,"Keine Vergleichszahl","Datenquelle: STATENT (2016, Daten provisorisch)"
0,"Ganze Stadt","Verkehr",22789,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1,"Kreis 1","Verkehr",286,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
2,"Kreis 2","Verkehr",1978,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
3,"Kreis 3","Verkehr",2570,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
4,"Kreis 4","Verkehr",1416,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
5,"Kreis 5","Verkehr",936,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
6,"Kreis 6","Verkehr",1842,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
7,"Kreis 7","Verkehr",2299,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
8,"Kreis 8","Verkehr",885,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
9,"Kreis 9","Verkehr",3067,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
10,"Kreis 10","Verkehr",2499,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
11,"Kreis 11","Verkehr",3542,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
12,"Kreis 12","Verkehr",1457,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
110,"Rathaus","Verkehr",148,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
120,"Hochschulen","Verkehr",25,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
130,"Lindenhof","Verkehr",78,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
140,"City","Verkehr",35,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
210,"Wollishofen","Verkehr",1103,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
230,"Leimbach","Verkehr",366,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
240,"Enge","Verkehr",509,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
310,"Alt-Wiedikon","Verkehr",897,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
330,"Friesenberg","Verkehr",553,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
340,"Sihlfeld","Verkehr",1120,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
410,"Werd","Verkehr",203,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
420,"Langstrasse","Verkehr",614,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
440,"Hard","Verkehr",599,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
510,"Gewerbeschule","Verkehr",500,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
520,"Escher Wyss","Verkehr",436,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
610,"Unterstrass","Verkehr",1204,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
630,"Oberstrass","Verkehr",638,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
710,"Fluntern","Verkehr",447,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
720,"Hottingen","Verkehr",663,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
730,"Hirslanden","Verkehr",416,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
740,"Witikon","Verkehr",773,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
810,"Seefeld","Verkehr",281,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
820,"Mühlebach","Verkehr",281,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
830,"Weinegg","Verkehr",323,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
910,"Albisrieden","Verkehr",1320,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
920,"Altstetten","Verkehr",1747,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1010,"Höngg","Verkehr",1557,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1020,"Wipkingen","Verkehr",942,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1110,"Affoltern","Verkehr",1360,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1150,"Oerlikon","Verkehr",1085,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1190,"Seebach","Verkehr",1097,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1210,"Saatlen","Verkehr",406,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1220,"Schwamendingen-Mitte","Verkehr",494,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1230,"Hirzenbach","Verkehr",557,"Motorräder",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
0,"Ganze Stadt","Verkehr",106846,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1,"Kreis 1","Verkehr",1008,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
2,"Kreis 2","Verkehr",9451,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
3,"Kreis 3","Verkehr",10515,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
4,"Kreis 4","Verkehr",4996,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
5,"Kreis 5","Verkehr",3088,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
6,"Kreis 6","Verkehr",7806,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
7,"Kreis 7","Verkehr",12240,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
8,"Kreis 8","Verkehr",4402,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
9,"Kreis 9","Verkehr",14850,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
10,"Kreis 10","Verkehr",10678,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
11,"Kreis 11","Verkehr",19369,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
12,"Kreis 12","Verkehr",8359,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
110,"Rathaus","Verkehr",513,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
120,"Hochschulen","Verkehr",117,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
130,"Lindenhof","Verkehr",221,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
140,"City","Verkehr",157,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
210,"Wollishofen","Verkehr",5046,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
230,"Leimbach","Verkehr",1778,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
240,"Enge","Verkehr",2627,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
310,"Alt-Wiedikon","Verkehr",3793,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
330,"Friesenberg","Verkehr",2535,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
340,"Sihlfeld","Verkehr",4187,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
410,"Werd","Verkehr",741,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
420,"Langstrasse","Verkehr",1758,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
440,"Hard","Verkehr",2497,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
510,"Gewerbeschule","Verkehr",1623,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
520,"Escher Wyss","Verkehr",1465,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
610,"Unterstrass","Verkehr",5038,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
630,"Oberstrass","Verkehr",2768,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
710,"Fluntern","Verkehr",3036,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
720,"Hottingen","Verkehr",3280,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
730,"Hirslanden","Verkehr",1905,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
740,"Witikon","Verkehr",4019,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
810,"Seefeld","Verkehr",1424,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
820,"Mühlebach","Verkehr",1563,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
830,"Weinegg","Verkehr",1415,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
910,"Albisrieden","Verkehr",5967,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
920,"Altstetten","Verkehr",8883,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1010,"Höngg","Verkehr",7354,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1020,"Wipkingen","Verkehr",3324,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1110,"Affoltern","Verkehr",7535,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1150,"Oerlikon","Verkehr",5016,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1190,"Seebach","Verkehr",6818,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1210,"Saatlen","Verkehr",2089,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1220,"Schwamendingen-Mitte","Verkehr",2903,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
1230,"Hirzenbach","Verkehr",3367,"Autos",,"Keine Vergleichszahl","Datenquelle: Strassenverkehrsamt Kanton Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen"
0,"Ganze Stadt","Verkehr",29,"Autos pro hundert Personen (18 Jährige und Ältere)",,"Keine Vergleichszahl","Datenquellen: Strassenverkehrsamt Kanton Zürich(2018), Bevölkerungsregister Stadt Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen (die einem Stadtkreis/-quartier zugewiesen werden können)"
1,"Kreis 1","Verkehr",19,"Autos pro hundert Personen (18 Jährige und Ältere)",,"Keine Vergleichszahl","Datenquellen: Strassenverkehrsamt Kanton Zürich(2018), Bevölkerungsregister Stadt Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen (die einem Stadtkreis/-quartier zugewiesen werden können)"
2,"Kreis 2","Verkehr",33,"Autos pro hundert Personen (18 Jährige und Ältere)",,"Keine Vergleichszahl","Datenquellen: Strassenverkehrsamt Kanton Zürich(2018), Bevölkerungsregister Stadt Zürich (2018), Fahrzeughalter/-innen: Nur natürliche Personen (die einem Stadtkreis/-quartier zugewiesen werden können)"
